213	467	985
153	277	279
1	89	871
393	791	953
1	164	918
215	356	397
217	229	729
2	100	924
2	4	943
4	268	741
8	65	776
90	221	840
7	665	736
66	334	400
363	844	993
364	476	915
200	400	580
806	894	988
190	301	560
40	205	823
172	336	943
357	864	997
55	607	668
71	160	376
62	515	701
496	546	914
5	96	772
197	327	656
10	15	427
14	147	668
88	316	573
16	183	525
179	831	851
19	500	967
172	490	982
11	381	612
85	296	666
89	517	565
19	83	321
8	226	924
234	397	870
621	727	958
128	823	998
24	66	759
89	319	326
25	772	892
651	730	787
240	548	819
35	459	871
146	702	891
197	367	445
180	659	687
143	602	909
77	472	730
300	364	636
98	222	331
41	142	479
188	287	433
303	339	425
133	397	884
764	774	867
325	442	738
708	762	837
383	646	793
214	589	695
441	602	608
65	418	981
100	346	641
323	601	833
33	731	928
723	724	742
33	516	676
174	799	822
18	420	523
1	219	374
584	679	913
181	412	995
81	790	894
236	555	764
338	666	982
45	736	753
44	145	799
637	646	916
440	512	576
213	320	1000
44	146	583
42	333	543
813	844	974
319	689	808
173	337	912
255	459	943
49	141	248
60	145	900
18	48	970
563	721	756
252	535	931
49	70	848
48	316	582
49	591	965
110	143	830
217	247	497
54	316	569
131	199	888
12	54	111
34	704	870
182	379	586
107	327	958
92	193	295
52	84	476
55	447	466
400	668	863
204	224	468
59	278	679
58	169	541
56	614	735
107	116	472
58	697	963
33	613	616
310	524	655
60	334	962
139	560	617
88	369	538
121	244	1000
414	636	926
351	586	728
48	129	607
62	344	733
51	110	799
1	611	849
64	69	92
562	804	940
424	450	779
126	345	638
650	715	986
177	730	921
516	656	926
68	103	571
72	127	711
593	700	970
41	490	572
71	498	623
72	496	626
158	438	978
821	923	957
461	708	751
517	643	838
170	187	899
72	227	333
51	481	936
24	513	641
54	77	763
84	519	540
186	903	988
145	176	857
80	341	365
238	329	903
90	640	880
123	712	803
101	376	666
148	706	787
363	677	910
82	179	739
64	490	871
533	552	665
86	609	659
64	233	405
214	441	754
237	373	991
102	529	857
494	508	907
336	568	599
318	321	553
86	714	804
81	96	837
193	790	969
61	240	643
374	528	755
166	360	758
90	645	751
50	256	613
309	378	467
283	295	779
166	399	637
91	830	946
259	520	599
155	235	883
317	381	663
71	382	511
138	186	222
121	242	630
532	854	873
369	638	919
118	664	941
157	185	262
91	706	858
144	312	681
21	260	541
86	88	119
97	330	410
27	747	754
204	272	724
104	350	802
252	937	962
101	458	749
221	262	713
94	258	369
80	417	579
192	275	384
396	458	720
543	667	838
29	909	965
150	461	860
106	133	774
267	455	590
108	220	254
660	679	850
505	506	597
107	108	257
371	568	749
109	541	847
281	913	925
129	164	939
163	906	918
114	403	623
244	329	625
46	727	885
273	740	914
113	587	929
115	723	794
364	445	853
436	467	862
726	754	918
321	696	882
155	769	986
614	670	742
276	662	946
116	716	732
103	429	816
23	216	516
67	274	637
78	430	598
58	628	648
122	594	855
90	458	803
122	717	746
775	815	928
103	124	364
126	911	919
266	427	485
147	160	895
42	684	929
126	284	486
164	784	797
126	473	906
404	589	993
166	446	763
127	214	480
6	238	598
107	406	500
231	318	357
683	721	735
132	351	814
1	135	210
39	401	506
131	285	817
470	628	977
264	808	883
428	498	749
332	372	822
388	552	619
30	567	864
361	657	927
155	218	426
225	389	722
335	573	929
253	343	886
139	437	460
140	201	206
2	111	642
139	407	481
26	171	848
142	168	255
538	609	863
517	778	818
226	252	635
38	144	482
143	186	489
44	410	972
170	275	960
194	613	942
160	572	724
363	920	947
196	227	680
198	261	303
324	379	751
440	830	900
273	408	536
163	246	300
385	818	904
38	289	544
192	577	705
448	451	825
2	335	701
277	617	750
133	155	944
83	237	462
514	898	968
206	771	839
154	533	595
153	335	990
105	198	249
303	849	911
43	359	711
354	463	703
160	234	284
159	919	946
350	770	855
50	661	967
226	291	503
716	832	909
650	895	964
421	716	958
461	483	489
83	244	479
73	161	220
53	256	382
228	682	946
163	332	757
103	729	753
562	742	808
29	554	876
329	455	918
159	478	709
43	770	932
201	370	943
261	387	963
169	475	769
200	526	620
119	398	583
522	526	798
39	54	653
11	409	842
9	11	231
129	428	669
152	648	694
223	227	698
434	854	882
292	308	795
156	547	577
97	663	987
162	315	662
42	459	811
178	650	672
193	312	710
371	558	675
414	466	847
411	555	694
38	177	180
485	635	759
91	380	827
12	178	493
184	535	720
246	420	974
124	154	493
34	181	744
188	760	896
184	282	645
388	645	745
40	347	916
638	686	948
371	889	995
87	109	343
210	310	798
35	522	872
494	690	908
331	344	499
91	248	847
452	699	949
664	866	870
348	452	993
151	193	629
134	346	467
357	375	897
78	678	717
194	815	832
10	84	324
407	807	932
153	554	858
135	489	667
195	562	904
250	368	832
244	694	723
566	802	858
33	253	826
196	659	718
274	658	817
49	169	171
180	440	604
361	506	598
78	199	929
202	662	916
121	887	918
410	636	912
608	787	911
146	203	353
749	869	873
13	29	801
14	639	940
137	138	153
62	444	806
296	366	686
315	519	989
168	295	673
311	835	915
548	592	685
206	348	396
203	532	898
45	102	689
291	306	941
40	208	611
211	275	446
60	518	582
255	786	991
32	970	971
417	475	655
561	645	654
360	774	975
279	829	905
584	621	980
263	412	838
900	905	985
120	326	952
264	419	798
465	703	873
35	216	737
135	141	952
189	654	767
7	214	937
219	235	864
46	79	170
426	722	881
224	525	823
221	509	738
473	814	828
225	331	439
171	574	701
441	618	965
225	699	831
345	853	978
31	223	497
125	229	428
475	779	857
42	125	621
502	615	775
480	696	796
319	741	849
40	481	869
120	536	942
208	875	947
3	313	547
185	521	559
520	699	870
315	682	776
212	234	270
3	141	261
40	55	250
74	232	234
419	965	986
575	771	974
168	233	826
45	117	361
194	237	900
111	236	991
59	239	865
451	758	772
780	960	966
174	215	573
156	376	537
15	385	745
147	764	894
26	355	852
576	601	662
145	233	901
322	956	970
161	444	664
168	352	439
110	747	896
187	331	392
93	817	839
54	145	867
313	690	930
150	819	853
71	551	606
9	777	984
192	428	585
482	781	998
135	200	694
135	247	884
773	908	963
67	72	539
73	615	655
254	628	907
754	756	874
564	662	920
123	255	672
10	254	963
202	519	614
419	484	519
186	625	825
203	253	438
131	305	631
105	267	652
36	257	529
258	394	470
15	409	934
256	524	546
224	258	618
158	249	884
525	568	876
492	644	861
144	220	701
106	326	485
157	300	435
306	541	981
92	93	619
296	848	937
114	262	563
560	592	862
350	419	869
74	338	689
258	559	812
74	204	500
424	507	902
142	339	861
229	285	477
449	639	886
265	933	991
257	648	674
120	549	933
268	574	928
122	438	509
272	389	499
91	230	619
223	292	372
10	275	889
241	287	990
370	792	925
157	233	613
359	651	652
450	581	629
476	668	780
276	643	764
333	524	992
261	279	358
52	85	388
45	112	956
282	348	642
353	797	915
79	511	885
557	750	840
360	583	923
315	591	705
475	533	678
127	281	692
159	254	775
211	606	966
302	339	977
111	399	455
4	456	729
127	634	913
696	948	982
343	444	597
32	190	504
695	740	793
106	488	972
164	294	302
115	586	781
588	693	974
256	495	608
152	367	444
30	213	806
498	548	712
188	717	748
78	117	285
293	830	931
471	747	762
11	468	1000
751	805	983
112	684	981
557	648	755
28	239	318
84	494	591
300	529	707
298	408	725
231	593	632
448	660	747
298	422	885
195	298	969
164	299	379
213	219	626
32	365	390
109	304	618
301	365	852
240	569	588
93	862	865
37	269	975
291	561	583
213	504	785
290	301	755
234	382	461
246	432	907
307	495	867
115	494	984
328	610	992
63	306	784
136	309	746
62	509	516
21	722	912
23	348	884
37	301	768
19	271	314
481	546	949
484	961	970
266	810	950
311	610	722
162	314	737
148	636	967
39	372	720
268	476	992
746	835	953
259	424	855
271	659	770
721	722	757
25	334	372
473	768	777
59	543	683
133	317	436
293	579	961
159	319	726
178	344	391
55	135	531
239	356	667
36	167	209
782	790	859
355	597	944
325	636	748
627	904	915
436	498	910
342	644	682
176	474	527
155	674	794
478	793	810
633	740	795
25	617	766
196	328	741
19	202	778
323	445	458
176	330	693
104	241	748
165	289	328
216	702	954
4	373	576
108	361	671
259	833	996
493	627	824
214	345	359
656	719	771
74	593	923
763	911	928
125	218	334
596	743	846
379	576	632
68	247	686
796	917	996
425	542	814
429	561	875
144	588	890
39	830	847
521	725	811
273	469	555
243	277	341
242	496	963
325	402	863
221	341	972
172	640	643
23	280	646
286	510	845
228	696	863
491	731	935
416	515	632
3	289	859
173	216	346
41	346	740
453	611	752
601	644	890
346	640	878
164	480	943
347	726	837
454	596	869
349	779	858
238	351	353
67	197	805
251	323	328
137	152	685
426	634	638
162	361	865
171	353	932
511	750	961
354	383	1000
354	393	917
217	435	888
197	765	961
602	952	985
179	645	889
698	728	849
224	519	656
185	429	664
36	357	522
5	47	650
206	344	393
46	596	785
288	416	626
229	343	365
300	369	934
21	266	887
86	102	532
111	113	860
325	737	955
140	562	977
249	363	902
362	709	824
241	366	394
65	877	969
57	321	539
566	676	942
369	531	586
63	506	766
594	776	874
123	134	545
93	651	994
76	635	653
146	544	976
280	511	783
399	842	875
30	36	371
252	625	856
423	441	485
21	691	905
302	374	960
492	565	833
80	377	497
377	557	580
28	761	818
2	20	149
99	705	792
269	558	994
377	763	949
261	634	836
110	382	428
80	379	978
147	462	742
191	328	544
482	524	802
628	790	804
181	299	883
370	499	979
384	387	430
122	160	549
687	712	729
564	727	984
646	705	902
223	914	974
131	239	386
273	496	773
76	756	777
48	98	386
106	570	694
184	297	583
304	411	588
359	389	649
64	392	557
99	278	712
274	395	500
108	888	976
391	521	525
106	191	395
297	392	958
53	392	827
34	913	999
207	311	795
201	398	626
195	460	821
277	366	757
316	525	921
308	590	883
191	571	757
318	520	893
309	569	721
74	178	394
184	573	869
393	856	865
401	402	478
251	401	537
476	497	564
245	442	930
602	606	724
10	488	923
177	815	834
134	143	433
148	405	483
276	305	543
417	600	773
453	914	982
79	408	727
696	878	972
113	336	638
397	409	794
243	380	780
332	362	479
409	410	769
20	38	826
569	657	896
98	402	573
411	425	453
242	631	706
376	519	856
412	413	891
507	524	596
412	414	961
484	809	872
182	223	535
75	129	688
376	515	990
57	593	930
98	242	725
456	491	532
42	818	874
115	417	623
642	709	988
181	513	957
727	728	891
271	663	866
41	182	821
330	356	408
70	280	738
182	312	714
237	699	725
842	880	940
422	610	751
309	336	423
179	362	509
250	477	482
132	215	771
758	900	922
39	167	603
143	863	869
451	566	783
44	462	935
117	199	918
9	842	921
77	427	872
79	434	898
22	84	909
391	431	903
357	431	450
431	791	879
523	779	912
99	244	432
345	762	772
435	628	795
213	324	589
112	167	975
53	437	713
274	690	979
590	778	977
85	236	542
76	323	437
683	688	732
207	252	404
439	577	752
27	245	767
745	786	854
210	279	670
409	705	994
298	443	737
173	252	286
469	886	973
358	536	992
423	865	921
137	289	837
75	637	788
370	678	952
86	807	893
57	130	512
448	632	996
161	355	465
260	375	620
430	527	680
402	447	602
296	297	608
86	452	829
552	703	806
262	452	472
453	720	834
269	766	976
136	784	814
165	359	555
140	737	851
180	245	310
47	759	800
187	515	803
61	457	581
367	401	622
284	454	687
190	388	620
66	93	195
243	333	410
348	418	698
81	355	538
44	214	968
248	566	689
394	462	855
415	508	909
183	405	629
374	410	584
6	147	464
273	349	464
121	134	463
89	654	666
189	324	712
120	414	550
205	746	840
52	112	531
3	56	862
98	207	466
203	419	550
16	581	594
30	241	550
46	806	933
192	288	908
471	472	743
139	277	733
442	700	993
119	474	745
530	551	590
51	471	755
225	318	474
70	92	440
128	472	585
356	449	665
199	328	477
137	551	662
70	138	674
511	528	950
352	689	919
299	307	627
83	478	877
175	520	713
370	764	945
478	777	845
87	293	566
16	674	940
614	736	846
218	302	743
98	695	872
17	484	857
63	465	973
305	404	425
470	546	935
270	479	916
13	511	561
222	391	469
376	491	968
272	515	925
152	486	490
174	655	959
260	637	789
25	432	800
349	558	755
390	489	940
262	295	860
304	492	957
87	278	492
470	502	889
421	947	954
603	619	924
67	130	881
33	283	492
495	585	588
471	495	902
4	52	655
496	936	999
167	408	500
126	612	617
28	518	536
499	730	905
111	675	813
60	182	212
205	718	926
185	742	784
684	778	796
299	480	647
501	843	945
414	716	789
308	503	545
57	504	725
172	554	831
212	439	551
263	676	733
67	227	491
263	627	630
207	600	685
198	539	980
245	887	903
479	592	609
95	420	791
3	15	139
441	621	682
173	293	464
30	190	276
512	570	789
606	768	862
385	515	864
174	442	631
101	888	934
411	554	852
368	496	842
259	830	920
54	169	361
128	140	971
113	270	450
260	650	850
80	132	885
121	518	639
13	309	522
89	347	597
251	260	810
28	583	877
185	418	887
175	372	630
163	230	582
203	352	733
614	642	876
668	730	901
790	797	985
23	353	897
176	400	571
422	707	937
508	679	747
272	439	926
101	279	556
310	385	931
37	438	600
132	528	766
170	285	691
65	576	927
584	599	951
291	592	612
527	700	891
367	528	601
379	518	600
120	534	574
66	110	835
20	87	959
109	543	664
49	85	685
407	775	819
340	829	843
146	901	973
96	681	893
27	536	726
539	604	892
198	609	927
482	726	786
340	538	606
56	367	767
377	477	505
109	257	571
51	913	992
307	435	944
99	183	641
