377	773
377	74
377	692
377	436
377	132
773	862
773	884
773	764
773	695
798	803
798	714
798	625
798	628
798	829
803	553
803	17
803	886
803	690
520	938
520	394
520	110
520	637
520	727
938	361
938	120
938	700
938	982
49	944
49	494
49	693
49	925
49	376
944	782
944	858
944	65
944	275
87	153
87	869
87	3
87	301
87	79
153	610
153	874
153	161
153	802
447	545
447	14
447	572
447	973
447	950
545	78
545	977
545	750
545	807
760	776
760	421
760	516
760	660
760	152
776	834
776	987
776	358
776	417
351	757
351	625
351	582
351	587
351	808
757	712
757	977
757	659
757	161
878	911
878	502
878	283
878	917
878	172
911	223
911	16
911	167
911	259
180	875
180	940
180	880
180	839
180	573
875	404
875	129
875	740
875	879
609	872
609	413
609	634
609	768
609	348
872	61
872	524
872	317
872	889
515	828
515	502
515	634
515	931
515	992
828	374
828	952
828	75
828	279
122	259
122	887
122	212
122	855
122	171
259	163
259	399
259	173
95	242
95	211
95	304
95	512
95	264
242	24
242	734
242	186
242	383
231	431
231	508
231	763
231	985
231	157
431	32
431	920
431	229
431	225
74	713
74	503
74	434
74	656
713	783
713	894
713	667
713	234
427	980
427	588
427	183
427	22
427	471
980	737
980	304
980	218
980	890
631	932
631	410
631	812
631	727
631	51
932	281
932	440
932	839
932	300
162	682
162	765
162	665
162	523
162	254
682	483
682	633
682	927
682	260
72	379
72	0
72	393
72	376
72	160
379	511
379	196
379	61
379	595
235	931
235	832
235	45
235	745
235	709
931	282
931	14
931	366
824	917
824	795
824	567
824	163
824	389
917	686
917	563
917	694
522	881
522	246
522	230
522	963
522	86
881	653
881	566
881	474
881	488
96	364
96	586
96	766
96	835
96	836
364	462
364	673
364	216
364	710
528	775
528	633
528	589
528	945
528	48
775	506
775	704
775	79
775	835
339	988
339	114
339	940
339	310
339	278
988	321
988	788
988	342
988	204
332	720
332	957
332	551
332	770
332	2
720	791
720	475
720	385
720	202
354	479
354	495
354	475
354	621
354	280
479	82
479	17
479	848
479	952
746	854
746	608
746	816
746	307
746	75
854	661
854	197
854	806
854	646
261	925
261	730
261	146
261	234
261	991
925	957
925	806
925	886
755	939
755	297
755	996
755	946
755	400
939	954
939	198
939	318
939	117
155	306
155	59
155	262
155	804
155	927
306	408
306	20
306	521
306	537
371	684
371	160
371	965
371	395
371	750
684	404
684	780
684	769
684	463
644	842
644	962
644	395
644	383
644	749
842	296
842	603
842	831
842	168
343	622
343	627
343	441
343	663
343	960
622	796
622	643
622	766
622	239
196	423
196	654
196	21
196	499
423	347
423	788
423	591
423	19
683	919
683	300
683	273
683	48
683	160
919	316
919	739
919	76
919	101
903	922
903	912
903	134
903	909
903	548
922	20
922	222
922	787
922	420
34	281
34	559
34	738
34	298
34	30
281	421
281	55
281	689
860	997
860	239
860	284
860	671
860	871
997	890
997	198
997	445
997	754
820	924
820	937
820	554
820	38
820	185
924	40
924	428
924	409
924	391
61	12
61	360
61	452
365	380
365	15
365	767
365	334
365	507
380	874
380	342
380	272
380	870
229	456
229	294
229	909
229	529
456	506
456	245
456	785
456	765
303	405
303	893
303	524
303	658
303	232
405	123
405	362
405	241
405	205
382	698
382	533
382	699
382	92
382	77
698	763
698	151
698	812
698	116
796	732
796	414
796	831
796	548
513	889
513	295
513	78
513	896
513	918
889	832
889	410
889	42
278	726
278	222
278	666
278	990
726	669
726	48
726	858
726	90
887	227
887	372
887	488
887	648
464	624
464	308
464	188
464	179
464	983
624	144
624	864
624	421
624	336
503	844
503	838
503	693
503	654
844	533
844	252
844	50
844	285
51	189
51	848
51	66
51	35
189	301
189	154
189	224
189	632
260	708
260	876
260	411
260	958
708	236
708	673
708	323
708	666
333	778
333	311
333	909
333	933
333	265
778	819
778	0
778	986
778	360
237	990
237	989
237	31
237	675
237	174
990	463
990	894
990	47
409	953
409	227
409	18
409	619
953	20
953	438
953	245
953	536
585	770
585	71
585	257
585	590
585	900
770	190
770	782
770	432
124	295
124	847
124	920
124	800
124	36
295	458
295	212
295	273
819	355
819	106
819	784
819	559
890	986
890	679
890	991
453	879
453	763
453	413
453	677
453	546
879	898
879	597
879	785
223	802
223	530
223	4
223	337
671	958
671	929
671	484
671	213
958	466
958	804
958	257
164	367
164	191
164	734
164	799
164	220
367	111
367	107
367	318
367	929
222	537
222	467
222	569
537	641
537	508
537	175
163	130
163	882
163	24
533	771
533	906
533	82
246	402
246	985
246	576
246	233
667	695
667	210
667	193
667	725
695	867
695	811
695	100
190	449
190	319
190	22
190	846
236	737
236	741
236	57
236	832
737	350
737	219
737	747
862	618
862	66
862	135
862	899
48	915
48	525
915	428
915	993
915	526
915	454
250	263
250	573
250	951
250	885
250	312
263	646
263	462
263	463
263	586
606	950
606	2
606	956
606	959
606	490
950	970
950	774
950	191
272	287
272	177
272	835
272	474
287	93
287	729
287	771
287	728
15	632
15	510
15	481
15	176
588	901
588	525
588	926
588	797
901	312
901	310
901	93
901	203
653	557
653	651
653	769
653	859
791	350
791	629
791	458
791	605
425	794
425	145
425	823
425	981
425	549
794	636
794	681
794	268
794	302
90	395
90	871
90	851
90	608
395	69
395	50
608	995
608	128
608	628
995	850
995	552
995	378
995	728
374	618
374	307
374	650
374	518
421	338
421	126
912	362
912	457
912	861
912	92
129	243
129	322
129	314
129	724
243	851
243	192
243	611
243	41
225	705
225	685
225	103
225	398
705	389
705	308
705	224
705	719
146	183
146	945
146	571
146	730
183	809
183	68
183	490
255	993
255	806
255	656
255	996
255	721
993	904
993	204
993	780
13	297
13	554
13	765
13	336
13	407
297	22
297	999
297	837
739	926
739	566
739	481
739	661
926	719
926	181
926	490
525	47
525	448
525	142
904	591
904	690
904	284
904	542
571	704
571	182
571	435
571	702
704	519
704	973
704	145
208	652
208	500
208	701
208	127
208	191
652	108
652	416
652	414
652	53
20	830
20	983
830	786
830	187
830	732
830	664
443	555
443	764
443	743
443	810
443	218
555	446
555	159
555	424
555	491
344	396
344	65
344	626
344	814
344	285
396	907
396	136
396	871
396	532
293	610
293	921
293	581
293	419
293	271
610	853
610	941
610	777
187	449
187	595
187	838
187	846
449	882
449	216
449	643
247	500
247	219
247	996
247	249
247	570
500	110
500	397
500	68
85	172
85	967
85	514
85	63
85	670
172	473
172	763
172	735
40	837
40	586
40	370
40	239
285	346
285	11
285	277
346	459
346	526
346	175
346	186
105	910
105	118
105	483
105	215
105	777
910	581
910	348
910	788
910	57
767	880
767	329
767	30
767	486
880	675
880	745
880	178
35	845
35	797
35	685
35	268
845	801
845	269
845	781
845	599
147	232
147	130
147	825
147	615
147	717
232	327
232	43
232	871
32	728
32	741
32	839
32	750
940	659
940	134
940	534
57	195
57	809
57	148
195	86
195	178
195	428
195	199
389	385
389	52
389	99
563	592
563	620
563	530
563	752
592	861
592	16
592	971
592	895
6	787
6	812
6	723
6	156
6	685
787	817
787	37
787	221
400	943
400	184
400	799
400	467
943	660
943	680
943	546
943	483
145	982
145	244
145	116
982	928
982	795
982	733
203	923
203	265
203	36
203	692
923	14
923	347
923	181
923	226
404	474
404	136
404	865
511	415
511	897
511	735
511	424
792	829
792	154
792	843
792	166
792	968
829	372
829	435
829	613
967	900
967	816
967	802
967	45
288	738
288	324
288	188
288	438
288	330
738	82
738	962
738	604
256	440
256	228
256	422
256	549
256	745
440	934
440	216
440	228
529	864
529	92
529	800
529	1
864	353
864	564
864	935
123	839
123	54
123	564
123	810
116	137
116	432
116	577
137	42
137	883
137	357
137	876
319	725
319	589
319	325
319	23
725	121
725	477
725	292
135	150
135	822
135	625
135	674
150	292
150	481
150	558
150	751
375	397
375	927
375	686
375	499
375	743
397	276
397	406
397	664
82	898
82	217
898	17
898	324
898	309
370	956
370	812
370	719
370	512
956	267
956	534
956	411
233	313
233	267
233	424
233	128
313	336
313	668
313	258
313	750
811	927
811	611
811	908
811	209
927	977
489	913
489	517
489	605
489	886
489	863
913	387
913	415
913	846
913	81
276	540
276	696
276	945
276	856
540	388
