212	466	984
152	276	278
0	88	870
392	790	952
0	163	917
214	355	396
216	228	728
1	99	923
1	3	942
3	267	740
7	64	775
89	220	839
6	664	735
65	333	399
362	843	992
363	475	914
199	399	579
805	893	987
189	300	559
39	204	822
171	335	942
356	863	996
54	606	667
70	159	375
61	514	700
495	545	913
4	95	771
196	326	655
9	14	426
13	146	667
87	315	572
15	182	524
178	830	850
18	499	966
171	489	981
10	380	611
84	295	665
88	516	564
18	82	320
7	225	923
233	396	869
620	726	957
127	822	997
23	65	758
88	318	325
24	771	891
650	729	786
239	547	818
34	458	870
145	701	890
196	366	444
179	658	686
142	601	908
76	471	729
299	363	635
97	221	330
40	141	478
187	286	432
302	338	424
132	396	883
763	773	866
324	441	737
707	761	836
382	645	792
213	588	694
440	601	607
64	417	980
99	345	640
322	600	832
32	730	927
722	723	741
32	515	675
173	798	821
17	419	522
0	218	373
583	678	912
180	411	994
80	789	893
235	554	763
337	665	981
44	735	752
43	144	798
636	645	915
439	511	575
212	319	999
43	145	582
41	332	542
812	843	973
318	688	807
172	336	911
254	458	942
48	140	247
59	144	899
17	47	969
562	720	755
251	534	930
48	69	847
47	315	581
48	590	964
109	142	829
216	246	496
53	315	568
130	198	887
11	53	110
33	703	869
181	378	585
106	326	957
91	192	294
51	83	475
54	446	465
399	667	862
203	223	467
58	277	678
57	168	540
55	613	734
106	115	471
57	696	962
32	612	615
309	523	654
59	333	961
138	559	616
87	368	537
120	243	999
413	635	925
350	585	727
47	128	606
61	343	732
50	109	798
0	610	848
63	68	91
561	803	939
423	449	778
125	344	637
649	714	985
176	729	920
515	655	925
67	102	570
71	126	710
592	699	969
40	489	571
70	497	622
71	495	625
157	437	977
820	922	956
460	707	750
516	642	837
169	186	898
71	226	332
50	480	935
23	512	640
53	76	762
83	518	539
185	902	987
144	175	856
79	340	364
237	328	902
89	639	879
122	711	802
100	375	665
147	705	786
362	676	909
81	178	738
63	489	870
532	551	664
85	608	658
63	232	404
213	440	753
236	372	990
101	528	856
493	507	906
335	567	598
317	320	552
85	713	803
80	95	836
192	789	968
60	239	642
373	527	754
165	359	757
89	644	750
49	255	612
308	377	466
282	294	778
165	398	636
90	829	945
258	519	598
154	234	882
316	380	662
70	381	510
137	185	221
120	241	629
531	853	872
368	637	918
117	663	940
156	184	261
90	705	857
143	311	680
20	259	540
85	87	118
96	329	409
26	746	753
203	271	723
103	349	801
251	936	961
100	457	748
220	261	712
93	257	368
79	416	578
191	274	383
395	457	719
542	666	837
28	908	964
149	460	859
105	132	773
266	454	589
107	219	253
659	678	849
504	505	596
106	107	256
370	567	748
108	540	846
280	912	924
128	163	938
162	905	917
113	402	622
243	328	624
45	726	884
272	739	913
112	586	928
114	722	793
363	444	852
435	466	861
725	753	917
320	695	881
154	768	985
613	669	741
275	661	945
115	715	731
102	428	815
22	215	515
66	273	636
77	429	597
57	627	647
121	593	854
89	457	802
121	716	745
774	814	927
102	123	363
125	910	918
265	426	484
146	159	894
41	683	928
125	283	485
163	783	796
125	472	905
403	588	992
165	445	762
126	213	479
5	237	597
106	405	499
230	317	356
682	720	734
131	350	813
0	134	209
38	400	505
130	284	816
469	627	976
263	807	882
427	497	748
331	371	821
387	551	618
29	566	863
360	656	926
154	217	425
224	388	721
334	572	928
252	342	885
138	436	459
139	200	205
1	110	641
138	406	480
25	170	847
141	167	254
537	608	862
516	777	817
225	251	634
37	143	481
142	185	488
43	409	971
169	274	959
193	612	941
159	571	723
362	919	946
195	226	679
197	260	302
323	378	750
439	829	899
272	407	535
162	245	299
384	817	903
37	288	543
191	576	704
447	450	824
1	334	700
276	616	749
132	154	943
82	236	461
513	897	967
205	770	838
153	532	594
152	334	989
104	197	248
302	848	910
42	358	710
353	462	702
159	233	283
158	918	945
349	769	854
49	660	966
225	290	502
715	831	908
649	894	963
420	715	957
460	482	488
82	243	478
